technology,dst_region,region,agent,sector,type,year,capacity,,,,,,,,,,,,,,,,,,,
Proc_Diesel,Peninsular,Peninsular,A1,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,,
Proc_ethanol,Peninsular,Peninsular,A1,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Peninsular,Peninsular,A1,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,,
Proc_Diesel,Central,Central,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,,
Proc_ethanol,Central,Central,A2,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Central,Central,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,,
Proc_Diesel,Eastern,Eastern,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,,
Proc_ethanol,Eastern,Eastern,A2,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Eastern,Eastern,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,,
Proc_Diesel,Western,Western,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,,
Proc_ethanol,Western,Western,A2,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Western,Western,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,,
Proc_Diesel,Northwest,Northwest,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,,
Proc_ethanol,Northwest,Northwest,A2,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Northwest,Northwest,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,,
Proc_Diesel,North,North,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,,
Proc_ethanol,North,North,A2,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,,
Proc_hydrogen,North,North,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,,
Proc_Diesel,Northeast,Northeast,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,,
Proc_ethanol,Northeast,Northeast,A2,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Northeast,Northeast,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,,
Proc_Diesel,BajaCalif,BajaCalif,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,,
Proc_ethanol,BajaCalif,BajaCalif,A2,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,,
Proc_hydrogen,BajaCalif,BajaCalif,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,,
Proc_Diesel,BajaCalifSouth,BajaCalifSouth,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,,
Proc_ethanol,BajaCalifSouth,BajaCalifSouth,A2,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,,
Proc_hydrogen,BajaCalifSouth,BajaCalifSouth,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,,
Proc_Diesel,Peninsular,Peninsular,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,,
Proc_ethanol,Peninsular,Peninsular,A2,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Peninsular,Peninsular,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,,
gassupply1,Central,Central,A1,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,,
gassupply1,Eastern,Eastern,A1,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,,
gassupply1,Western,Western,A1,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,,
gassupply1,Northwest,Northwest,A1,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,,
gassupply1,North,North,A1,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,,
gassupply1,Northeast,Northeast,A1,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,,
gassupply1,BajaCalif,BajaCalif,A1,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,,
gassupply1,BajaCalifSouth,BajaCalifSouth,A1,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,,
gassupply1,Peninsular,Peninsular,A1,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,,
gassupply1,Central,Central,A2,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,,
gassupply1,Eastern,Eastern,A2,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,,
gassupply1,Western,Western,A2,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,,
gassupply1,Northwest,Northwest,A2,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,,
gassupply1,North,North,A2,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,,
gassupply1,Northeast,Northeast,A2,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,,
gassupply1,BajaCalif,BajaCalif,A2,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,,
gassupply1,BajaCalifSouth,BajaCalifSouth,A2,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,,
gassupply1,Peninsular,Peninsular,A2,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,,
e_tec,Central,Central,A1,residential,retrofit,2030,19989.5505,,,,,,,,,,,,,,,,,,,
e_tec2,Central,Central,A1,residential,retrofit,2030,19994.7753,,,,,,,,,,,,,,,,,,,
e_tec,Eastern,Eastern,A1,residential,retrofit,2030,81.3392,,,,,,,,,,,,,,,,,,,
e_tec,Eastern,Eastern,A1,residential,retrofit,2030,19918.6608,,,,,,,,,,,,,,,,,,,
e_tec2,Eastern,Eastern,A1,residential,retrofit,2030,40.6696,,,,,,,,,,,,,,,,,,,
e_tec2,Eastern,Eastern,A1,residential,retrofit,2030,19959.3304,,,,,,,,,,,,,,,,,,,
e_tec,Western,Western,A1,residential,retrofit,2030,70.9915,,,,,,,,,,,,,,,,,,,
e_tec2,Western,Western,A1,residential,retrofit,2030,35.4957,,,,,,,,,,,,,,,,,,,
e_tec,Northwest,Northwest,A1,residential,retrofit,2030,34.5934,,,,,,,,,,,,,,,,,,,
e_tec2,Northwest,Northwest,A1,residential,retrofit,2030,17.2967,,,,,,,,,,,,,,,,,,,
e_tec,North,North,A1,residential,retrofit,2030,26.7788,,,,,,,,,,,,,,,,,,,
e_tec2,North,North,A1,residential,retrofit,2030,13.3894,,,,,,,,,,,,,,,,,,,
e_tec,Northeast,Northeast,A1,residential,retrofit,2030,75.0005,,,,,,,,,,,,,,,,,,,
e_tec,Northeast,Northeast,A1,residential,retrofit,2030,19924.9995,,,,,,,,,,,,,,,,,,,
e_tec2,Northeast,Northeast,A1,residential,retrofit,2030,37.5002,,,,,,,,,,,,,,,,,,,
e_tec2,Northeast,Northeast,A1,residential,retrofit,2030,19962.4998,,,,,,,,,,,,,,,,,,,
e_tec,BajaCalif,BajaCalif,A1,residential,retrofit,2030,13.283,,,,,,,,,,,,,,,,,,,
e_tec,BajaCalif,BajaCalif,A1,residential,retrofit,2030,19968.8639,,,,,,,,,,,,,,,,,,,
e_tec2,BajaCalif,BajaCalif,A1,residential,retrofit,2030,6.6415,,,,,,,,,,,,,,,,,,,
e_tec2,BajaCalif,BajaCalif,A1,residential,retrofit,2030,14984.4319,,,,,,,,,,,,,,,,,,,
e_tec,BajaCalifSouth,BajaCalifSouth,A1,residential,retrofit,2030,3.4106,,,,,,,,,,,,,,,,,,,
e_tec2,BajaCalifSouth,BajaCalifSouth,A1,residential,retrofit,2030,1.7053,,,,,,,,,,,,,,,,,,,
e_tec,Peninsular,Peninsular,A1,residential,retrofit,2030,10.8129,,,,,,,,,,,,,,,,,,,
e_tec2,Peninsular,Peninsular,A1,residential,retrofit,2030,5.4065,,,,,,,,,,,,,,,,,,,
e_tec,Central,Central,A2,residential,retrofit,2030,19989.5505,,,,,,,,,,,,,,,,,,,
e_tec2,Central,Central,A2,residential,retrofit,2030,19994.7753,,,,,,,,,,,,,,,,,,,
e_tec,Eastern,Eastern,A2,residential,retrofit,2030,81.3392,,,,,,,,,,,,,,,,,,,
e_tec,Eastern,Eastern,A2,residential,retrofit,2030,19918.6608,,,,,,,,,,,,,,,,,,,
e_tec2,Eastern,Eastern,A2,residential,retrofit,2030,40.6696,,,,,,,,,,,,,,,,,,,
e_tec2,Eastern,Eastern,A2,residential,retrofit,2030,19959.3304,,,,,,,,,,,,,,,,,,,
e_tec,Western,Western,A2,residential,retrofit,2030,70.9915,,,,,,,,,,,,,,,,,,,
e_tec2,Western,Western,A2,residential,retrofit,2030,35.4957,,,,,,,,,,,,,,,,,,,
e_tec,Northwest,Northwest,A2,residential,retrofit,2030,34.5934,,,,,,,,,,,,,,,,,,,
e_tec2,Northwest,Northwest,A2,residential,retrofit,2030,17.2967,,,,,,,,,,,,,,,,,,,
e_tec,North,North,A2,residential,retrofit,2030,26.7788,,,,,,,,,,,,,,,,,,,
e_tec2,North,North,A2,residential,retrofit,2030,13.3894,,,,,,,,,,,,,,,,,,,
e_tec,Northeast,Northeast,A2,residential,retrofit,2030,75.0005,,,,,,,,,,,,,,,,,,,
e_tec,Northeast,Northeast,A2,residential,retrofit,2030,19924.9995,,,,,,,,,,,,,,,,,,,
e_tec2,Northeast,Northeast,A2,residential,retrofit,2030,37.5002,,,,,,,,,,,,,,,,,,,
e_tec2,Northeast,Northeast,A2,residential,retrofit,2030,19962.4998,,,,,,,,,,,,,,,,,,,
e_tec,BajaCalif,BajaCalif,A2,residential,retrofit,2030,13.283,,,,,,,,,,,,,,,,,,,
e_tec,BajaCalif,BajaCalif,A2,residential,retrofit,2030,19968.8639,,,,,,,,,,,,,,,,,,,
e_tec2,BajaCalif,BajaCalif,A2,residential,retrofit,2030,6.6415,,,,,,,,,,,,,,,,,,,
e_tec2,BajaCalif,BajaCalif,A2,residential,retrofit,2030,14984.4319,,,,,,,,,,,,,,,,,,,
e_tec,BajaCalifSouth,BajaCalifSouth,A2,residential,retrofit,2030,3.4106,,,,,,,,,,,,,,,,,,,
e_tec2,BajaCalifSouth,BajaCalifSouth,A2,residential,retrofit,2030,1.7053,,,,,,,,,,,,,,,,,,,
e_tec,Peninsular,Peninsular,A2,residential,retrofit,2030,10.8129,,,,,,,,,,,,,,,,,,,
e_tec2,Peninsular,Peninsular,A2,residential,retrofit,2030,5.4065,,,,,,,,,,,,,,,,,,,
com_tec,Central,Central,A1,commercial,retrofit,2030,19989.5505,,,,,,,,,,,,,,,,,,,
com_tec2,Central,Central,A1,commercial,retrofit,2030,19994.7753,,,,,,,,,,,,,,,,,,,
com_tec,Eastern,Eastern,A1,commercial,retrofit,2030,81.3392,,,,,,,,,,,,,,,,,,,
com_tec,Eastern,Eastern,A1,commercial,retrofit,2030,19918.6608,,,,,,,,,,,,,,,,,,,
com_tec2,Eastern,Eastern,A1,commercial,retrofit,2030,40.6696,,,,,,,,,,,,,,,,,,,
com_tec2,Eastern,Eastern,A1,commercial,retrofit,2030,19959.3304,,,,,,,,,,,,,,,,,,,
com_tec,Western,Western,A1,commercial,retrofit,2030,70.9915,,,,,,,,,,,,,,,,,,,
com_tec2,Western,Western,A1,commercial,retrofit,2030,35.4957,,,,,,,,,,,,,,,,,,,
com_tec,Northwest,Northwest,A1,commercial,retrofit,2030,34.5934,,,,,,,,,,,,,,,,,,,
com_tec2,Northwest,Northwest,A1,commercial,retrofit,2030,17.2967,,,,,,,,,,,,,,,,,,,
com_tec,North,North,A1,commercial,retrofit,2030,26.7788,,,,,,,,,,,,,,,,,,,
com_tec2,North,North,A1,commercial,retrofit,2030,13.3894,,,,,,,,,,,,,,,,,,,
com_tec,Northeast,Northeast,A1,commercial,retrofit,2030,75.0005,,,,,,,,,,,,,,,,,,,
com_tec,Northeast,Northeast,A1,commercial,retrofit,2030,19924.9995,,,,,,,,,,,,,,,,,,,
com_tec2,Northeast,Northeast,A1,commercial,retrofit,2030,37.5002,,,,,,,,,,,,,,,,,,,
com_tec2,Northeast,Northeast,A1,commercial,retrofit,2030,19962.4998,,,,,,,,,,,,,,,,,,,
com_tec,BajaCalif,BajaCalif,A1,commercial,retrofit,2030,13.283,,,,,,,,,,,,,,,,,,,
com_tec,BajaCalif,BajaCalif,A1,commercial,retrofit,2030,19968.8639,,,,,,,,,,,,,,,,,,,
com_tec2,BajaCalif,BajaCalif,A1,commercial,retrofit,2030,6.6415,,,,,,,,,,,,,,,,,,,
com_tec2,BajaCalif,BajaCalif,A1,commercial,retrofit,2030,14984.4319,,,,,,,,,,,,,,,,,,,
com_tec,BajaCalifSouth,BajaCalifSouth,A1,commercial,retrofit,2030,3.4106,,,,,,,,,,,,,,,,,,,
com_tec2,BajaCalifSouth,BajaCalifSouth,A1,commercial,retrofit,2030,1.7053,,,,,,,,,,,,,,,,,,,
com_tec,Peninsular,Peninsular,A1,commercial,retrofit,2030,10.8129,,,,,,,,,,,,,,,,,,,
com_tec2,Peninsular,Peninsular,A1,commercial,retrofit,2030,5.4065,,,,,,,,,,,,,,,,,,,
com_tec,Central,Central,A2,commercial,retrofit,2030,19989.5505,,,,,,,,,,,,,,,,,,,
com_tec2,Central,Central,A2,commercial,retrofit,2030,19994.7753,,,,,,,,,,,,,,,,,,,
com_tec,Eastern,Eastern,A2,commercial,retrofit,2030,81.3392,,,,,,,,,,,,,,,,,,,
com_tec,Eastern,Eastern,A2,commercial,retrofit,2030,19918.6608,,,,,,,,,,,,,,,,,,,
com_tec2,Eastern,Eastern,A2,commercial,retrofit,2030,40.6696,,,,,,,,,,,,,,,,,,,
com_tec2,Eastern,Eastern,A2,commercial,retrofit,2030,19959.3304,,,,,,,,,,,,,,,,,,,
com_tec,Western,Western,A2,commercial,retrofit,2030,70.9915,,,,,,,,,,,,,,,,,,,
com_tec2,Western,Western,A2,commercial,retrofit,2030,35.4957,,,,,,,,,,,,,,,,,,,
com_tec,Northwest,Northwest,A2,commercial,retrofit,2030,34.5934,,,,,,,,,,,,,,,,,,,
com_tec2,Northwest,Northwest,A2,commercial,retrofit,2030,17.2967,,,,,,,,,,,,,,,,,,,
com_tec,North,North,A2,commercial,retrofit,2030,26.7788,,,,,,,,,,,,,,,,,,,
com_tec2,North,North,A2,commercial,retrofit,2030,13.3894,,,,,,,,,,,,,,,,,,,
com_tec,Northeast,Northeast,A2,commercial,retrofit,2030,75.0005,,,,,,,,,,,,,,,,,,,
com_tec,Northeast,Northeast,A2,commercial,retrofit,2030,19924.9995,,,,,,,,,,,,,,,,,,,
com_tec2,Northeast,Northeast,A2,commercial,retrofit,2030,37.5002,,,,,,,,,,,,,,,,,,,
com_tec2,Northeast,Northeast,A2,commercial,retrofit,2030,19962.4998,,,,,,,,,,,,,,,,,,,
com_tec,BajaCalif,BajaCalif,A2,commercial,retrofit,2030,13.283,,,,,,,,,,,,,,,,,,,
com_tec,BajaCalif,BajaCalif,A2,commercial,retrofit,2030,19968.8639,,,,,,,,,,,,,,,,,,,
com_tec2,BajaCalif,BajaCalif,A2,commercial,retrofit,2030,6.6415,,,,,,,,,,,,,,,,,,,
com_tec2,BajaCalif,BajaCalif,A2,commercial,retrofit,2030,14984.4319,,,,,,,,,,,,,,,,,,,
com_tec,BajaCalifSouth,BajaCalifSouth,A2,commercial,retrofit,2030,3.4106,,,,,,,,,,,,,,,,,,,
com_tec2,BajaCalifSouth,BajaCalifSouth,A2,commercial,retrofit,2030,1.7053,,,,,,,,,,,,,,,,,,,
com_tec,Peninsular,Peninsular,A2,commercial,retrofit,2030,10.8129,,,,,,,,,,,,,,,,,,,
com_tec2,Peninsular,Peninsular,A2,commercial,retrofit,2030,5.4065,,,,,,,,,,,,,,,,,,,
indr_tec,Central,Central,A1,industry,retrofit,2030,19989.5505,,,,,,,,,,,,,,,,,,,
indr_tec2,Central,Central,A1,industry,retrofit,2030,19994.7753,,,,,,,,,,,,,,,,,,,
indr_tec,Eastern,Eastern,A1,industry,retrofit,2030,81.3392,,,,,,,,,,,,,,,,,,,
indr_tec,Eastern,Eastern,A1,industry,retrofit,2030,19918.6608,,,,,,,,,,,,,,,,,,,
indr_tec2,Eastern,Eastern,A1,industry,retrofit,2030,40.6696,,,,,,,,,,,,,,,,,,,
indr_tec2,Eastern,Eastern,A1,industry,retrofit,2030,19959.3304,,,,,,,,,,,,,,,,,,,
indr_tec,Western,Western,A1,industry,retrofit,2030,70.9915,,,,,,,,,,,,,,,,,,,
indr_tec2,Western,Western,A1,industry,retrofit,2030,35.4957,,,,,,,,,,,,,,,,,,,
indr_tec,Northwest,Northwest,A1,industry,retrofit,2030,34.5934,,,,,,,,,,,,,,,,,,,
indr_tec2,Northwest,Northwest,A1,industry,retrofit,2030,17.2967,,,,,,,,,,,,,,,,,,,
indr_tec,North,North,A1,industry,retrofit,2030,26.7788,,,,,,,,,,,,,,,,,,,
indr_tec2,North,North,A1,industry,retrofit,2030,13.3894,,,,,,,,,,,,,,,,,,,
indr_tec,Northeast,Northeast,A1,industry,retrofit,2030,75.0005,,,,,,,,,,,,,,,,,,,
indr_tec,Northeast,Northeast,A1,industry,retrofit,2030,19924.9995,,,,,,,,,,,,,,,,,,,
indr_tec2,Northeast,Northeast,A1,industry,retrofit,2030,37.5002,,,,,,,,,,,,,,,,,,,
indr_tec2,Northeast,Northeast,A1,industry,retrofit,2030,19962.4998,,,,,,,,,,,,,,,,,,,
indr_tec,BajaCalif,BajaCalif,A1,industry,retrofit,2030,13.283,,,,,,,,,,,,,,,,,,,
indr_tec,BajaCalif,BajaCalif,A1,industry,retrofit,2030,19968.8639,,,,,,,,,,,,,,,,,,,
indr_tec2,BajaCalif,BajaCalif,A1,industry,retrofit,2030,6.6415,,,,,,,,,,,,,,,,,,,
indr_tec2,BajaCalif,BajaCalif,A1,industry,retrofit,2030,14984.4319,,,,,,,,,,,,,,,,,,,
indr_tec,BajaCalifSouth,BajaCalifSouth,A1,industry,retrofit,2030,3.4106,,,,,,,,,,,,,,,,,,,
indr_tec2,BajaCalifSouth,BajaCalifSouth,A1,industry,retrofit,2030,1.7053,,,,,,,,,,,,,,,,,,,
indr_tec,Peninsular,Peninsular,A1,industry,retrofit,2030,10.8129,,,,,,,,,,,,,,,,,,,
indr_tec2,Peninsular,Peninsular,A1,industry,retrofit,2030,5.4065,,,,,,,,,,,,,,,,,,,
indr_tec,Central,Central,A2,industry,retrofit,2030,19989.5505,,,,,,,,,,,,,,,,,,,
indr_tec2,Central,Central,A2,industry,retrofit,2030,19994.7753,,,,,,,,,,,,,,,,,,,
indr_tec,Eastern,Eastern,A2,industry,retrofit,2030,81.3392,,,,,,,,,,,,,,,,,,,
indr_tec,Eastern,Eastern,A2,industry,retrofit,2030,19918.6608,,,,,,,,,,,,,,,,,,,
indr_tec2,Eastern,Eastern,A2,industry,retrofit,2030,40.6696,,,,,,,,,,,,,,,,,,,
indr_tec2,Eastern,Eastern,A2,industry,retrofit,2030,19959.3304,,,,,,,,,,,,,,,,,,,
indr_tec,Western,Western,A2,industry,retrofit,2030,70.9915,,,,,,,,,,,,,,,,,,,
indr_tec2,Western,Western,A2,industry,retrofit,2030,35.4957,,,,,,,,,,,,,,,,,,,
indr_tec,Northwest,Northwest,A2,industry,retrofit,2030,34.5934,,,,,,,,,,,,,,,,,,,
indr_tec2,Northwest,Northwest,A2,industry,retrofit,2030,17.2967,,,,,,,,,,,,,,,,,,,
indr_tec,North,North,A2,industry,retrofit,2030,26.7788,,,,,,,,,,,,,,,,,,,
indr_tec2,North,North,A2,industry,retrofit,2030,13.3894,,,,,,,,,,,,,,,,,,,
indr_tec,Northeast,Northeast,A2,industry,retrofit,2030,75.0005,,,,,,,,,,,,,,,,,,,
indr_tec,Northeast,Northeast,A2,industry,retrofit,2030,19924.9995,,,,,,,,,,,,,,,,,,,
indr_tec2,Northeast,Northeast,A2,industry,retrofit,2030,37.5002,,,,,,,,,,,,,,,,,,,
indr_tec2,Northeast,Northeast,A2,industry,retrofit,2030,19962.4998,,,,,,,,,,,,,,,,,,,
indr_tec,BajaCalif,BajaCalif,A2,industry,retrofit,2030,13.283,,,,,,,,,,,,,,,,,,,
indr_tec,BajaCalif,BajaCalif,A2,industry,retrofit,2030,19968.8639,,,,,,,,,,,,,,,,,,,
indr_tec2,BajaCalif,BajaCalif,A2,industry,retrofit,2030,6.6415,,,,,,,,,,,,,,,,,,,
indr_tec2,BajaCalif,BajaCalif,A2,industry,retrofit,2030,14984.4319,,,,,,,,,,,,,,,,,,,
indr_tec,BajaCalifSouth,BajaCalifSouth,A2,industry,retrofit,2030,3.4106,,,,,,,,,,,,,,,,,,,
indr_tec2,BajaCalifSouth,BajaCalifSouth,A2,industry,retrofit,2030,1.7053,,,,,,,,,,,,,,,,,,,
indr_tec,Peninsular,Peninsular,A2,industry,retrofit,2030,10.8129,,,,,,,,,,,,,,,,,,,
indr_tec2,Peninsular,Peninsular,A2,industry,retrofit,2030,5.4065,,,,,,,,,,,,,,,,,,,
cars_gsl,Central,Central,A1,transport,retrofit,2030,19989.5505,,,,,,,,,,,,,,,,,,,
cars_hyd,Central,Central,A1,transport,retrofit,2030,19994.7753,,,,,,,,,,,,,,,,,,,
cars_gsl,Eastern,Eastern,A1,transport,retrofit,2030,81.3392,,,,,,,,,,,,,,,,,,,
cars_gsl,Eastern,Eastern,A1,transport,retrofit,2030,19918.6608,,,,,,,,,,,,,,,,,,,
cars_hyd,Eastern,Eastern,A1,transport,retrofit,2030,40.6696,,,,,,,,,,,,,,,,,,,
cars_hyd,Eastern,Eastern,A1,transport,retrofit,2030,19959.3304,,,,,,,,,,,,,,,,,,,
cars_gsl,Western,Western,A1,transport,retrofit,2030,70.9915,,,,,,,,,,,,,,,,,,,
cars_hyd,Western,Western,A1,transport,retrofit,2030,35.4957,,,,,,,,,,,,,,,,,,,
cars_gsl,Northwest,Northwest,A1,transport,retrofit,2030,34.5934,,,,,,,,,,,,,,,,,,,
cars_hyd,Northwest,Northwest,A1,transport,retrofit,2030,17.2967,,,,,,,,,,,,,,,,,,,
cars_gsl,North,North,A1,transport,retrofit,2030,26.7788,,,,,,,,,,,,,,,,,,,
cars_hyd,North,North,A1,transport,retrofit,2030,13.3894,,,,,,,,,,,,,,,,,,,
cars_gsl,Northeast,Northeast,A1,transport,retrofit,2030,75.0005,,,,,,,,,,,,,,,,,,,
cars_gsl,Northeast,Northeast,A1,transport,retrofit,2030,19924.9995,,,,,,,,,,,,,,,,,,,
cars_hyd,Northeast,Northeast,A1,transport,retrofit,2030,37.5002,,,,,,,,,,,,,,,,,,,
cars_hyd,Northeast,Northeast,A1,transport,retrofit,2030,19962.4998,,,,,,,,,,,,,,,,,,,
cars_gsl,BajaCalif,BajaCalif,A1,transport,retrofit,2030,13.283,,,,,,,,,,,,,,,,,,,
cars_gsl,BajaCalif,BajaCalif,A1,transport,retrofit,2030,19968.8639,,,,,,,,,,,,,,,,,,,
cars_hyd,BajaCalif,BajaCalif,A1,transport,retrofit,2030,6.6415,,,,,,,,,,,,,,,,,,,
cars_hyd,BajaCalif,BajaCalif,A1,transport,retrofit,2030,14984.4319,,,,,,,,,,,,,,,,,,,
cars_gsl,BajaCalifSouth,BajaCalifSouth,A1,transport,retrofit,2030,3.4106,,,,,,,,,,,,,,,,,,,
cars_hyd,BajaCalifSouth,BajaCalifSouth,A1,transport,retrofit,2030,1.7053,,,,,,,,,,,,,,,,,,,
cars_gsl,Peninsular,Peninsular,A1,transport,retrofit,2030,10.8129,,,,,,,,,,,,,,,,,,,
cars_hyd,Peninsular,Peninsular,A1,transport,retrofit,2030,5.4065,,,,,,,,,,,,,,,,,,,
cars_gsl,Central,Central,A2,transport,retrofit,2030,19989.5505,,,,,,,,,,,,,,,,,,,
cars_hyd,Central,Central,A2,transport,retrofit,2030,19994.7753,,,,,,,,,,,,,,,,,,,
cars_gsl,Eastern,Eastern,A2,transport,retrofit,2030,81.3392,,,,,,,,,,,,,,,,,,,
cars_gsl,Eastern,Eastern,A2,transport,retrofit,2030,19918.6608,,,,,,,,,,,,,,,,,,,
cars_hyd,Eastern,Eastern,A2,transport,retrofit,2030,40.6696,,,,,,,,,,,,,,,,,,,
cars_hyd,Eastern,Eastern,A2,transport,retrofit,2030,19959.3304,,,,,,,,,,,,,,,,,,,
cars_gsl,Western,Western,A2,transport,retrofit,2030,70.9915,,,,,,,,,,,,,,,,,,,
cars_hyd,Western,Western,A2,transport,retrofit,2030,35.4957,,,,,,,,,,,,,,,,,,,
cars_gsl,Northwest,Northwest,A2,transport,retrofit,2030,34.5934,,,,,,,,,,,,,,,,,,,
cars_hyd,Northwest,Northwest,A2,transport,retrofit,2030,17.2967,,,,,,,,,,,,,,,,,,,
cars_gsl,North,North,A2,transport,retrofit,2030,26.7788,,,,,,,,,,,,,,,,,,,
cars_hyd,North,North,A2,transport,retrofit,2030,13.3894,,,,,,,,,,,,,,,,,,,
cars_gsl,Northeast,Northeast,A2,transport,retrofit,2030,75.0005,,,,,,,,,,,,,,,,,,,
cars_gsl,Northeast,Northeast,A2,transport,retrofit,2030,19924.9995,,,,,,,,,,,,,,,,,,,
cars_hyd,Northeast,Northeast,A2,transport,retrofit,2030,37.5002,,,,,,,,,,,,,,,,,,,
cars_hyd,Northeast,Northeast,A2,transport,retrofit,2030,19962.4998,,,,,,,,,,,,,,,,,,,
cars_gsl,BajaCalif,BajaCalif,A2,transport,retrofit,2030,13.283,,,,,,,,,,,,,,,,,,,
cars_gsl,BajaCalif,BajaCalif,A2,transport,retrofit,2030,19968.8639,,,,,,,,,,,,,,,,,,,
cars_hyd,BajaCalif,BajaCalif,A2,transport,retrofit,2030,6.6415,,,,,,,,,,,,,,,,,,,
cars_hyd,BajaCalif,BajaCalif,A2,transport,retrofit,2030,14984.4319,,,,,,,,,,,,,,,,,,,
cars_gsl,BajaCalifSouth,BajaCalifSouth,A2,transport,retrofit,2030,3.4106,,,,,,,,,,,,,,,,,,,
cars_hyd,BajaCalifSouth,BajaCalifSouth,A2,transport,retrofit,2030,1.7053,,,,,,,,,,,,,,,,,,,
cars_gsl,Peninsular,Peninsular,A2,transport,retrofit,2030,10.8129,,,,,,,,,,,,,,,,,,,
cars_hyd,Peninsular,Peninsular,A2,transport,retrofit,2030,5.4065,,,,,,,,,,,,,,,,,,,
agr_tec,Central,Central,A1,agriculture,retrofit,2030,19989.5505,,,,,,,,,,,,,,,,,,,
agr_tec2,Central,Central,A1,agriculture,retrofit,2030,19994.7753,,,,,,,,,,,,,,,,,,,
agr_tec,Eastern,Eastern,A1,agriculture,retrofit,2030,9959.3304,,,,,,,,,,,,,,,,,,,
agr_tec2,Eastern,Eastern,A1,agriculture,retrofit,2030,9979.6652,,,,,,,,,,,,,,,,,,,
agr_tec,Western,Western,A1,agriculture,retrofit,2030,70.9915,,,,,,,,,,,,,,,,,,,
agr_tec,Western,Western,A1,agriculture,retrofit,2030,9929.0085,,,,,,,,,,,,,,,,,,,
agr_tec2,Western,Western,A1,agriculture,retrofit,2030,35.4957,,,,,,,,,,,,,,,,,,,
agr_tec2,Western,Western,A1,agriculture,retrofit,2030,9964.5043,,,,,,,,,,,,,,,,,,,
agr_tec,Northwest,Northwest,A1,agriculture,retrofit,2030,34.5934,,,,,,,,,,,,,,,,,,,
agr_tec,Northwest,Northwest,A1,agriculture,retrofit,2030,19965.4066,,,,,,,,,,,,,,,,,,,
agr_tec2,Northwest,Northwest,A1,agriculture,retrofit,2030,17.2967,,,,,,,,,,,,,,,,,,,
agr_tec2,Northwest,Northwest,A1,agriculture,retrofit,2030,19982.7033,,,,,,,,,,,,,,,,,,,
agr_tec,North,North,A1,agriculture,retrofit,2030,26.7788,,,,,,,,,,,,,,,,,,,
