technology,dst_region,region,agent,sector,type,year,capacity,,sector,power,,,,,,,,,,,,,,,
BIO,Northeast,Northeast,A1,power,agent,2025,2.6692,,,,,,,,,,,,,,,,,,
CC_GAS,Northeast,Northeast,A1,power,agent,2025,394.4718,,,,,,,,,,,,,,,,,,
COAL,Northeast,Northeast,A1,power,agent,2025,85.7779,,,,,,,,,,,,,,,,,,
HYD_LS,Western,Northeast,A1,power,agent,2025,65.4468,,,,,,,,,,,,,,,,,,
HYD_LS,Northeast,Northeast,A1,power,agent,2025,3.0748,,,,,,,,,,,,,,,,,,
OC_GAS,Northeast,Northeast,A1,power,agent,2025,67.2155,,,,,,,,,,,,,,,,,,
OC_OIL,Northeast,Northeast,A1,power,agent,2025,3.9436,,,,,,,,,,,,,,,,,,
ON_WIND,Northeast,Northeast,A1,power,agent,2025,84.4597,,,,,,,,,,,,,,,,,,
PV_GND,Northeast,Northeast,A1,power,agent,2025,27.4887,,,,,,,,,,,,,,,,,,
PV_SSG,Northeast,Northeast,A1,power,agent,2025,10.4771,,,,,,,,,,,,,,,,,,
CC_GAS,BajaCalif,BajaCalif,A1,power,agent,2025,118.0402,,,,,,,,,,,,,,,,,,
GEOTH,BajaCalif,BajaCalif,A1,power,agent,2025,18.1285,,,,,,,,,,,,,,,,,,
OC_GAS,BajaCalif,BajaCalif,A1,power,agent,2025,19.2865,,,,,,,,,,,,,,,,,,
OC_OIL,BajaCalif,BajaCalif,A1,power,agent,2025,3.2249,,,,,,,,,,,,,,,,,,
ON_WIND,BajaCalif,BajaCalif,A1,power,agent,2025,6.1811,,,,,,,,,,,,,,,,,,
PV_GND,BajaCalif,BajaCalif,A1,power,agent,2025,1.4399,,,,,,,,,,,,,,,,,,
PV_SSG,BajaCalif,BajaCalif,A1,power,agent,2025,2.1129,,,,,,,,,,,,,,,,,,
CC_OIL,BajaCalifSouth,BajaCalifSouth,A1,power,agent,2025,18.3063,,,,,,,,,,,,,,,,,,
GEOTH,BajaCalifSouth,BajaCalifSouth,A1,power,agent,2025,0.3154,,,,,,,,,,,,,,,,,,
OC_GAS,BajaCalifSouth,BajaCalifSouth,A1,power,agent,2025,1.4507,,,,,,,,,,,,,,,,,,
OC_OIL,BajaCalifSouth,BajaCalifSouth,A1,power,agent,2025,30.3209,,,,,,,,,,,,,,,,,,
PV_GND,BajaCalifSouth,BajaCalifSouth,A1,power,agent,2025,1.7651,,,,,,,,,,,,,,,,,,
PV_SSG,BajaCalifSouth,BajaCalifSouth,A1,power,agent,2025,0.536,,,,,,,,,,,,,,,,,,
BIO,Peninsular,Peninsular,A1,power,agent,2025,2.6143,,,,,,,,,,,,,,,,,,
CC_GAS,Peninsular,Peninsular,A1,power,agent,2025,66.3811,,,,,,,,,,,,,,,,,,
CC_OIL,Peninsular,Peninsular,A1,power,agent,2025,12.0849,,,,,,,,,,,,,,,,,,
OC_GAS,Peninsular,Peninsular,A1,power,agent,2025,1.83,,,,,,,,,,,,,,,,,,
OC_OIL,Peninsular,Peninsular,A1,power,agent,2025,40.9214,,,,,,,,,,,,,,,,,,
ON_WIND,Peninsular,Peninsular,A1,power,agent,2025,7.8178,,,,,,,,,,,,,,,,,,
PV_GND,Western,Peninsular,A1,power,agent,2025,65.4468,,,,,,,,,,,,,,,,,,
PV_GND,Peninsular,Peninsular,A1,power,agent,2025,76.6175,,,,,,,,,,,,,,,,,,
PV_SSG,Peninsular,Peninsular,A1,power,agent,2025,4.2431,,,,,,,,,,,,,,,,,,
BIO,Central,Central,A2,power,agent,2025,1.1763,,,,,,,,,,,,,,,,,,
CC_GAS,Central,Central,A2,power,agent,2025,105.9805,,,,,,,,,,,,,,,,,,
CSP,BajaCalif,Central,A2,power,agent,2025,306.6088,,,,,,,,,,,,,,,,,,
HYD_LS,Central,Central,A2,power,agent,2025,11.6251,,,,,,,,,,,,,,,,,,
OC_GAS,Central,Central,A2,power,agent,2025,92.5988,,,,,,,,,,,,,,,,,,
OC_OIL,Central,Central,A2,power,agent,2025,3.1536,,,,,,,,,,,,,,,,,,
ON_WIND,Central,Central,A2,power,agent,2025,0.2085,,,,,,,,,,,,,,,,,,
PV_GND,Central,Central,A2,power,agent,2025,4.3879,,,,,,,,,,,,,,,,,,
PV_SSG,Central,Central,A2,power,agent,2025,7.5805,,,,,,,,,,,,,,,,,,
BIO,Eastern,Eastern,A2,power,agent,2025,10.7872,,,,,,,,,,,,,,,,,,
CC_GAS,Eastern,Eastern,A2,power,agent,2025,168.3817,,,,,,,,,,,,,,,,,,
CC_OIL,Eastern,Eastern,A2,power,agent,2025,0.7632,,,,,,,,,,,,,,,,,,
COAL,Eastern,Eastern,A2,power,agent,2025,87.6184,,,,,,,,,,,,,,,,,,
GEOTH,Eastern,Eastern,A2,power,agent,2025,3.4059,,,,,,,,,,,,,,,,,,
HYD_LS,Eastern,Eastern,A2,power,agent,2025,203.9584,,,,,,,,,,,,,,,,,,
NUCL,Eastern,Eastern,A2,power,agent,2025,51.5298,,,,,,,,,,,,,,,,,,
OC_GAS,Eastern,Eastern,A2,power,agent,2025,49.1627,,,,,,,,,,,,,,,,,,
OC_OIL,Eastern,Eastern,A2,power,agent,2025,111.3259,,,,,,,,,,,,,,,,,,
ON_WIND,Eastern,Eastern,A2,power,agent,2025,97.4784,,,,,,,,,,,,,,,,,,
PV_GND,Eastern,Eastern,A2,power,agent,2025,13.9011,,,,,,,,,,,,,,,,,,
PV_GND,North,Eastern,A2,power,agent,2025,642.2461,,,,,,,,,,,,,,,,,,
PV_GND,Northeast,Eastern,A2,power,agent,2025,65.4468,,,,,,,,,,,,,,,,,,
PV_SSG,Eastern,Eastern,A2,power,agent,2025,4.8797,,,,,,,,,,,,,,,,,,
BIO,Western,Western,A2,power,agent,2025,6.3621,,,,,,,,,,,,,,,,,,
CC_GAS,Western,Western,A2,power,agent,2025,203.5955,,,,,,,,,,,,,,,,,,
CC_OIL,Western,Western,A2,power,agent,2025,22.277,,,,,,,,,,,,,,,,,,
CSP,Northeast,Western,A2,power,agent,2025,47.1098,,,,,,,,,,,,,,,,,,
FB,Western,Western,A2,power,agent,2025,18.2909,,,,,,,,,,,,,,,,,,
GEOTH,Western,Western,A2,power,agent,2025,9.5983,,,,,,,,,,,,,,,,,,
HYD_LS,Western,Western,A2,power,agent,2025,214.3248,,,,,,,,,,,,,,,,,,
OC_GAS,Western,Western,A2,power,agent,2025,90.5392,,,,,,,,,,,,,,,,,,
OC_OIL,Western,Western,A2,power,agent,2025,8.0988,,,,,,,,,,,,,,,,,,
ON_WIND,Western,Western,A2,power,agent,2025,20.9267,,,,,,,,,,,,,,,,,,
PV_GND,Western,Western,A2,power,agent,2025,72.4549,,,,,,,,,,,,,,,,,,
PV_SSG,Western,Western,A2,power,agent,2025,24.3495,,,,,,,,,,,,,,,,,,
CC_GAS,Northwest,Northwest,A2,power,agent,2025,144.9622,,,,,,,,,,,,,,,,,,
CC_OIL,Northwest,Northwest,A2,power,agent,2025,0.3027,,,,,,,,,,,,,,,,,,
HYD_LS,Northwest,Northwest,A2,power,agent,2025,29.6817,,,,,,,,,,,,,,,,,,
OC_GAS,Northwest,Northwest,A2,power,agent,2025,49.4484,,,,,,,,,,,,,,,,,,
OC_OIL,Northwest,Northwest,A2,power,agent,2025,20.2335,,,,,,,,,,,,,,,,,,
ON_WIND,Northwest,Northwest,A2,power,agent,2025,0.0631,,,,,,,,,,,,,,,,,,
PV_GND,Northwest,Northwest,A2,power,agent,2025,38.8095,,,,,,,,,,,,,,,,,,
PV_SSG,Northwest,Northwest,A2,power,agent,2025,4.6483,,,,,,,,,,,,,,,,,,
BIO,North,North,A2,power,agent,2025,0.3579,,,,,,,,,,,,,,,,,,
CC_GAS,North,North,A2,power,agent,2025,149.4627,,,,,,,,,,,,,,,,,,
COAL,North,North,A2,power,agent,2025,2.0498,,,,,,,,,,,,,,,,,,
CSP,BajaCalif,North,A2,power,agent,2025,306.6088,,,,,,,,,,,,,,,,,,
HYD_LS,Northwest,North,A2,power,agent,2025,47.1098,,,,,,,,,,,,,,,,,,
HYD_LS,North,North,A2,power,agent,2025,1.5052,,,,,,,,,,,,,,,,,,
HYD_LS,BajaCalifSouth,North,A2,power,agent,2025,208.5805,,,,,,,,,,,,,,,,,,
OC_GAS,North,North,A2,power,agent,2025,7.5081,,,,,,,,,,,,,,,,,,
OC_OIL,North,North,A2,power,agent,2025,23.3918,,,,,,,,,,,,,,,,,,
PV_GND,North,North,A2,power,agent,2025,29.1664,,,,,,,,,,,,,,,,,,
PV_SSG,North,North,A2,power,agent,2025,5.7264,,,,,,,,,,,,,,,,,,
BIO,Northeast,Northeast,A2,power,agent,2025,2.6692,,,,,,,,,,,,,,,,,,
CC_GAS,Northeast,Northeast,A2,power,agent,2025,394.4718,,,,,,,,,,,,,,,,,,
COAL,Northeast,Northeast,A2,power,agent,2025,85.7779,,,,,,,,,,,,,,,,,,
HYD_LS,Northeast,Northeast,A2,power,agent,2025,3.0748,,,,,,,,,,,,,,,,,,
HYD_LS,BajaCalif,Northeast,A2,power,agent,2025,65.4468,,,,,,,,,,,,,,,,,,
OC_GAS,Northeast,Northeast,A2,power,agent,2025,67.2155,,,,,,,,,,,,,,,,,,
OC_OIL,Northeast,Northeast,A2,power,agent,2025,3.9436,,,,,,,,,,,,,,,,,,
ON_WIND,Northeast,Northeast,A2,power,agent,2025,84.4597,,,,,,,,,,,,,,,,,,
PV_GND,Northeast,Northeast,A2,power,agent,2025,27.4887,,,,,,,,,,,,,,,,,,
PV_SSG,Northeast,Northeast,A2,power,agent,2025,10.4771,,,,,,,,,,,,,,,,,,
CC_GAS,BajaCalif,BajaCalif,A2,power,agent,2025,118.0402,,,,,,,,,,,,,,,,,,
GEOTH,BajaCalif,BajaCalif,A2,power,agent,2025,18.1285,,,,,,,,,,,,,,,,,,
OC_GAS,BajaCalif,BajaCalif,A2,power,agent,2025,19.2865,,,,,,,,,,,,,,,,,,
OC_OIL,BajaCalif,BajaCalif,A2,power,agent,2025,3.2249,,,,,,,,,,,,,,,,,,
ON_WIND,BajaCalif,BajaCalif,A2,power,agent,2025,6.1811,,,,,,,,,,,,,,,,,,
PV_GND,BajaCalif,BajaCalif,A2,power,agent,2025,1.4399,,,,,,,,,,,,,,,,,,
PV_SSG,BajaCalif,BajaCalif,A2,power,agent,2025,2.1129,,,,,,,,,,,,,,,,,,
CC_OIL,BajaCalifSouth,BajaCalifSouth,A2,power,agent,2025,18.3063,,,,,,,,,,,,,,,,,,
GEOTH,BajaCalifSouth,BajaCalifSouth,A2,power,agent,2025,0.3154,,,,,,,,,,,,,,,,,,
OC_GAS,BajaCalifSouth,BajaCalifSouth,A2,power,agent,2025,1.4507,,,,,,,,,,,,,,,,,,
OC_OIL,BajaCalifSouth,BajaCalifSouth,A2,power,agent,2025,30.3209,,,,,,,,,,,,,,,,,,
PV_GND,BajaCalifSouth,BajaCalifSouth,A2,power,agent,2025,1.7651,,,,,,,,,,,,,,,,,,
PV_SSG,BajaCalifSouth,BajaCalifSouth,A2,power,agent,2025,0.536,,,,,,,,,,,,,,,,,,
BIO,Peninsular,Peninsular,A2,power,agent,2025,2.6143,,,,,,,,,,,,,,,,,,
CC_GAS,Peninsular,Peninsular,A2,power,agent,2025,66.3811,,,,,,,,,,,,,,,,,,
CC_OIL,Peninsular,Peninsular,A2,power,agent,2025,12.0849,,,,,,,,,,,,,,,,,,
OC_GAS,Peninsular,Peninsular,A2,power,agent,2025,1.83,,,,,,,,,,,,,,,,,,
OC_OIL,Peninsular,Peninsular,A2,power,agent,2025,40.9214,,,,,,,,,,,,,,,,,,
ON_WIND,Peninsular,Peninsular,A2,power,agent,2025,7.8178,,,,,,,,,,,,,,,,,,
PV_GND,North,Peninsular,A2,power,agent,2025,679.0032,,,,,,,,,,,,,,,,,,
PV_GND,BajaCalif,Peninsular,A2,power,agent,2025,65.4468,,,,,,,,,,,,,,,,,,
PV_GND,Peninsular,Peninsular,A2,power,agent,2025,11.1707,,,,,,,,,,,,,,,,,,
PV_SSG,Peninsular,Peninsular,A2,power,agent,2025,4.2431,,,,,,,,,,,,,,,,,,
Proc_Diesel,Central,Central,A1,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_ethanol,Central,Central,A1,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Central,Central,A1,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_Diesel,Eastern,Eastern,A1,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_ethanol,Eastern,Eastern,A1,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Eastern,Eastern,A1,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_Diesel,Western,Western,A1,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_ethanol,Western,Western,A1,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Western,Western,A1,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_Diesel,Northwest,Northwest,A1,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_ethanol,Northwest,Northwest,A1,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Northwest,Northwest,A1,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_Diesel,North,North,A1,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_ethanol,North,North,A1,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,
Proc_hydrogen,North,North,A1,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_Diesel,Northeast,Northeast,A1,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_ethanol,Northeast,Northeast,A1,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Northeast,Northeast,A1,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_Diesel,BajaCalif,BajaCalif,A1,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_ethanol,BajaCalif,BajaCalif,A1,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,
Proc_hydrogen,BajaCalif,BajaCalif,A1,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_Diesel,BajaCalifSouth,BajaCalifSouth,A1,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_ethanol,BajaCalifSouth,BajaCalifSouth,A1,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,
Proc_hydrogen,BajaCalifSouth,BajaCalifSouth,A1,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_Diesel,Peninsular,Peninsular,A1,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_ethanol,Peninsular,Peninsular,A1,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Peninsular,Peninsular,A1,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_Diesel,Central,Central,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_ethanol,Central,Central,A2,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Central,Central,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_Diesel,Eastern,Eastern,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_ethanol,Eastern,Eastern,A2,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Eastern,Eastern,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_Diesel,Western,Western,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_ethanol,Western,Western,A2,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Western,Western,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_Diesel,Northwest,Northwest,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_ethanol,Northwest,Northwest,A2,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Northwest,Northwest,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_Diesel,North,North,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_ethanol,North,North,A2,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,
Proc_hydrogen,North,North,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_Diesel,Northeast,Northeast,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_ethanol,Northeast,Northeast,A2,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Northeast,Northeast,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_Diesel,BajaCalif,BajaCalif,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_ethanol,BajaCalif,BajaCalif,A2,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,
Proc_hydrogen,BajaCalif,BajaCalif,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_Diesel,BajaCalifSouth,BajaCalifSouth,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_ethanol,BajaCalifSouth,BajaCalifSouth,A2,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,
Proc_hydrogen,BajaCalifSouth,BajaCalifSouth,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_Diesel,Peninsular,Peninsular,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
Proc_ethanol,Peninsular,Peninsular,A2,refinery,retrofit,2025,100075,,,,,,,,,,,,,,,,,,
Proc_hydrogen,Peninsular,Peninsular,A2,refinery,retrofit,2025,150100,,,,,,,,,,,,,,,,,,
gassupply1,Central,Central,A1,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,
gassupply1,Eastern,Eastern,A1,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,
gassupply1,Western,Western,A1,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,
gassupply1,Northwest,Northwest,A1,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,
gassupply1,North,North,A1,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,
gassupply1,Northeast,Northeast,A1,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,
gassupply1,BajaCalif,BajaCalif,A1,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,
gassupply1,BajaCalifSouth,BajaCalifSouth,A1,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,
gassupply1,Peninsular,Peninsular,A1,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,
gassupply1,Central,Central,A2,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,
gassupply1,Eastern,Eastern,A2,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,
gassupply1,Western,Western,A2,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,
gassupply1,Northwest,Northwest,A2,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,
gassupply1,North,North,A2,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,
gassupply1,Northeast,Northeast,A2,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,
gassupply1,BajaCalif,BajaCalif,A2,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,
gassupply1,BajaCalifSouth,BajaCalifSouth,A2,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,
gassupply1,Peninsular,Peninsular,A2,gas,retrofit,2025,10000,,,,,,,,,,,,,,,,,,
e_tec,Central,Central,A1,residential,retrofit,2030,19989.5505,,,,,,,,,,,,,,,,,,
e_tec2,Central,Central,A1,residential,retrofit,2030,19994.7753,,,,,,,,,,,,,,,,,,
e_tec,Eastern,Eastern,A1,residential,retrofit,2030,81.3392,,,,,,,,,,,,,,,,,,
e_tec,Eastern,Eastern,A1,residential,retrofit,2030,19918.6608,,,,,,,,,,,,,,,,,,
e_tec2,Eastern,Eastern,A1,residential,retrofit,2030,40.6696,,,,,,,,,,,,,,,,,,
e_tec2,Eastern,Eastern,A1,residential,retrofit,2030,19959.3304,,,,,,,,,,,,,,,,,,
e_tec,Western,Western,A1,residential,retrofit,2030,70.9915,,,,,,,,,,,,,,,,,,
e_tec2,Western,Western,A1,residential,retrofit,2030,35.4957,,,,,,,,,,,,,,,,,,
e_tec,Northwest,Northwest,A1,residential,retrofit,2030,34.5934,,,,,,,,,,,,,,,,,,
e_tec2,Northwest,Northwest,A1,residential,retrofit,2030,17.2967,,,,,,,,,,,,,,,,,,
e_tec,North,North,A1,residential,retrofit,2030,26.7788,,,,,,,,,,,,,,,,,,
e_tec2,North,North,A1,residential,retrofit,2030,13.3894,,,,,,,,,,,,,,,,,,
e_tec,Northeast,Northeast,A1,residential,retrofit,2030,75.0005,,,,,,,,,,,,,,,,,,
e_tec,Northeast,Northeast,A1,residential,retrofit,2030,19924.9995,,,,,,,,,,,,,,,,,,
e_tec2,Northeast,Northeast,A1,residential,retrofit,2030,37.5002,,,,,,,,,,,,,,,,,,
e_tec2,Northeast,Northeast,A1,residential,retrofit,2030,19962.4998,,,,,,,,,,,,,,,,,,
e_tec,BajaCalif,BajaCalif,A1,residential,retrofit,2030,13.283,,,,,,,,,,,,,,,,,,
e_tec,BajaCalif,BajaCalif,A1,residential,retrofit,2030,19968.8639,,,,,,,,,,,,,,,,,,
e_tec2,BajaCalif,BajaCalif,A1,residential,retrofit,2030,6.6415,,,,,,,,,,,,,,,,,,
e_tec2,BajaCalif,BajaCalif,A1,residential,retrofit,2030,14984.4319,,,,,,,,,,,,,,,,,,
e_tec,BajaCalifSouth,BajaCalifSouth,A1,residential,retrofit,2030,3.4106,,,,,,,,,,,,,,,,,,
e_tec2,BajaCalifSouth,BajaCalifSouth,A1,residential,retrofit,2030,1.7053,,,,,,,,,,,,,,,,,,
e_tec,Peninsular,Peninsular,A1,residential,retrofit,2030,10.8129,,,,,,,,,,,,,,,,,,
e_tec2,Peninsular,Peninsular,A1,residential,retrofit,2030,5.4065,,,,,,,,,,,,,,,,,,
e_tec,Central,Central,A2,residential,retrofit,2030,19989.5505,,,,,,,,,,,,,,,,,,
e_tec2,Central,Central,A2,residential,retrofit,2030,19994.7753,,,,,,,,,,,,,,,,,,
e_tec,Eastern,Eastern,A2,residential,retrofit,2030,81.3392,,,,,,,,,,,,,,,,,,
e_tec,Eastern,Eastern,A2,residential,retrofit,2030,19918.6608,,,,,,,,,,,,,,,,,,
e_tec2,Eastern,Eastern,A2,residential,retrofit,2030,40.6696,,,,,,,,,,,,,,,,,,
e_tec2,Eastern,Eastern,A2,residential,retrofit,2030,19959.3304,,,,,,,,,,,,,,,,,,
e_tec,Western,Western,A2,residential,retrofit,2030,70.9915,,,,,,,,,,,,,,,,,,
e_tec2,Western,Western,A2,residential,retrofit,2030,35.4957,,,,,,,,,,,,,,,,,,
e_tec,Northwest,Northwest,A2,residential,retrofit,2030,34.5934,,,,,,,,,,,,,,,,,,
e_tec2,Northwest,Northwest,A2,residential,retrofit,2030,17.2967,,,,,,,,,,,,,,,,,,
e_tec,North,North,A2,residential,retrofit,2030,26.7788,,,,,,,,,,,,,,,,,,
e_tec2,North,North,A2,residential,retrofit,2030,13.3894,,,,,,,,,,,,,,,,,,
e_tec,Northeast,Northeast,A2,residential,retrofit,2030,75.0005,,,,,,,,,,,,,,,,,,
e_tec,Northeast,Northeast,A2,residential,retrofit,2030,19924.9995,,,,,,,,,,,,,,,,,,
e_tec2,Northeast,Northeast,A2,residential,retrofit,2030,37.5002,,,,,,,,,,,,,,,,,,
e_tec2,Northeast,Northeast,A2,residential,retrofit,2030,19962.4998,,,,,,,,,,,,,,,,,,
e_tec,BajaCalif,BajaCalif,A2,residential,retrofit,2030,13.283,,,,,,,,,,,,,,,,,,
e_tec,BajaCalif,BajaCalif,A2,residential,retrofit,2030,19968.8639,,,,,,,,,,,,,,,,,,
e_tec2,BajaCalif,BajaCalif,A2,residential,retrofit,2030,6.6415,,,,,,,,,,,,,,,,,,
e_tec2,BajaCalif,BajaCalif,A2,residential,retrofit,2030,14984.4319,,,,,,,,,,,,,,,,,,
e_tec,BajaCalifSouth,BajaCalifSouth,A2,residential,retrofit,2030,3.4106,,,,,,,,,,,,,,,,,,
e_tec2,BajaCalifSouth,BajaCalifSouth,A2,residential,retrofit,2030,1.7053,,,,,,,,,,,,,,,,,,
e_tec,Peninsular,Peninsular,A2,residential,retrofit,2030,10.8129,,,,,,,,,,,,,,,,,,
e_tec2,Peninsular,Peninsular,A2,residential,retrofit,2030,5.4065,,,,,,,,,,,,,,,,,,
com_tec,Central,Central,A1,commercial,retrofit,2030,19989.5505,,,,,,,,,,,,,,,,,,
com_tec2,Central,Central,A1,commercial,retrofit,2030,19994.7753,,,,,,,,,,,,,,,,,,
com_tec,Eastern,Eastern,A1,commercial,retrofit,2030,81.3392,,,,,,,,,,,,,,,,,,
com_tec,Eastern,Eastern,A1,commercial,retrofit,2030,19918.6608,,,,,,,,,,,,,,,,,,
com_tec2,Eastern,Eastern,A1,commercial,retrofit,2030,40.6696,,,,,,,,,,,,,,,,,,
com_tec2,Eastern,Eastern,A1,commercial,retrofit,2030,19959.3304,,,,,,,,,,,,,,,,,,
com_tec,Western,Western,A1,commercial,retrofit,2030,70.9915,,,,,,,,,,,,,,,,,,
com_tec2,Western,Western,A1,commercial,retrofit,2030,35.4957,,,,,,,,,,,,,,,,,,
com_tec,Northwest,Northwest,A1,commercial,retrofit,2030,34.5934,,,,,,,,,,,,,,,,,,
com_tec2,Northwest,Northwest,A1,commercial,retrofit,2030,17.2967,,,,,,,,,,,,,,,,,,
com_tec,North,North,A1,commercial,retrofit,2030,26.7788,,,,,,,,,,,,,,,,,,
com_tec2,North,North,A1,commercial,retrofit,2030,13.3894,,,,,,,,,,,,,,,,,,
com_tec,Northeast,Northeast,A1,commercial,retrofit,2030,75.0005,,,,,,,,,,,,,,,,,,
com_tec,Northeast,Northeast,A1,commercial,retrofit,2030,19924.9995,,,,,,,,,,,,,,,,,,
com_tec2,Northeast,Northeast,A1,commercial,retrofit,2030,37.5002,,,,,,,,,,,,,,,,,,
com_tec2,Northeast,Northeast,A1,commercial,retrofit,2030,19962.4998,,,,,,,,,,,,,,,,,,
com_tec,BajaCalif,BajaCalif,A1,commercial,retrofit,2030,13.283,,,,,,,,,,,,,,,,,,
com_tec,BajaCalif,BajaCalif,A1,commercial,retrofit,2030,19968.8639,,,,,,,,,,,,,,,,,,
com_tec2,BajaCalif,BajaCalif,A1,commercial,retrofit,2030,6.6415,,,,,,,,,,,,,,,,,,
com_tec2,BajaCalif,BajaCalif,A1,commercial,retrofit,2030,14984.4319,,,,,,,,,,,,,,,,,,
com_tec,BajaCalifSouth,BajaCalifSouth,A1,commercial,retrofit,2030,3.4106,,,,,,,,,,,,,,,,,,
com_tec2,BajaCalifSouth,BajaCalifSouth,A1,commercial,retrofit,2030,1.7053,,,,,,,,,,,,,,,,,,
com_tec,Peninsular,Peninsular,A1,commercial,retrofit,2030,10.8129,,,,,,,,,,,,,,,,,,
com_tec2,Peninsular,Peninsular,A1,commercial,retrofit,2030,5.4065,,,,,,,,,,,,,,,,,,
com_tec,Central,Central,A2,commercial,retrofit,2030,19989.5505,,,,,,,,,,,,,,,,,,
com_tec2,Central,Central,A2,commercial,retrofit,2030,19994.7753,,,,,,,,,,,,,,,,,,
